,Food Index,Nutrient Index,Amount,Food
13654,91601000,309,0.02,"Ice, fruit"
13655,91601000,404,0.001,"Ice, fruit"
13656,91611000,309,0.15,Ice pop
13657,91611000,404,0.0,Ice pop
13658,91611050,309,0.33,"Ice pop filled with ice cream, all flavor varieties"
13659,91611050,404,0.014,"Ice pop filled with ice cream, all flavor varieties"
13660,91611100,309,0.47,"Ice pop, sweetened with low calorie sweetener"
13661,91611100,404,0.0,"Ice pop, sweetened with low calorie sweetener"
13662,91621000,309,0.02,"Snow cone, slurps"
13663,91621000,404,0.001,"Snow cone, slurps"
13664,91700010,309,0.02,"Candy, NFS"
13665,91700010,404,0.005,"Candy, NFS"
13666,91700500,309,1.86,M&M's Almond Chocolate Candies
13667,91700500,404,0.11,M&M's Almond Chocolate Candies
13668,91701010,309,2.77,"Almonds, chocolate covered"
13669,91701010,404,0.167,"Almonds, chocolate covered"
13670,91701020,309,1.56,"Almonds, sugar-coated"
13671,91701020,404,0.05,"Almonds, sugar-coated"
13672,91701030,309,1.72,"Almonds, yogurt-covered"
13673,91701030,404,0.121,"Almonds, yogurt-covered"
13674,91702010,309,0.11,Butterscotch morsels
13675,91702010,404,0.015,Butterscotch morsels
13676,91703010,309,0.4,"Caramel, chocolate-flavored roll"
13677,91703010,404,0.056,"Caramel, chocolate-flavored roll"
13678,91703020,309,0.44,"Caramel, flavor other than chocolate"
13679,91703020,404,0.103,"Caramel, flavor other than chocolate"
13680,91703030,309,0.73,"Caramel, with nuts"
13681,91703030,404,0.129,"Caramel, with nuts"
13682,91703040,309,0.87,"Caramel candy, chocolate covered"
13683,91703040,404,0.105,"Caramel candy, chocolate covered"
13684,91703050,309,1.43,"Caramel with nuts and cereal, chocolate covered"
13685,91703050,404,0.13,"Caramel with nuts and cereal, chocolate covered"
13686,91703060,309,1.87,"Caramel with nuts, chocolate covered"
13687,91703060,404,0.04,"Caramel with nuts, chocolate covered"
13688,91703070,309,0.0,Rolo
13689,91703070,404,0.02,Rolo
13690,91703080,309,0.41,"Caramel, all flavors, sugar free"
13691,91703080,404,0.073,"Caramel, all flavors, sugar free"
13692,91703150,309,2.02,"Toblerone, milk chocolate with honey and almond nougat"
13693,91703150,404,0.097,"Toblerone, milk chocolate with honey and almond nougat"
13694,91703200,309,1.06,TWIX Caramel Cookie Bars (formerly TWIX Cookie Bars)
13695,91703200,404,0.155,TWIX Caramel Cookie Bars (formerly TWIX Cookie Bars)
13696,91703250,309,0.92,TWIX Chocolate Fudge Cookie Bars
13697,91703250,404,0.14,TWIX Chocolate Fudge Cookie Bars
13698,91703300,309,1.61,TWIX Peanut Butter Cookie Bars
13699,91703300,404,0.098,TWIX Peanut Butter Cookie Bars
13700,91703400,309,0.43,Whatchamacallit
13701,91703400,404,0.11,Whatchamacallit
13702,91703500,309,3.32,"Nuts, carob-coated"
13703,91703500,404,0.258,"Nuts, carob-coated"
13704,91703600,309,2.02,"Espresso coffee beans, chocolate-covered"
13705,91703600,404,0.098,"Espresso coffee beans, chocolate-covered"
13706,91705010,309,2.3,"Milk chocolate candy, plain"
13707,91705010,404,0.112,"Milk chocolate candy, plain"
13708,91705020,309,2.29,"Milk chocolate candy, with cereal"
13709,91705020,404,0.131,"Milk chocolate candy, with cereal"
13710,91705030,309,0.09,Kit Kat
13711,91705030,404,0.117,Kit Kat
13712,91705040,309,2.62,"Chocolate, milk, with nuts, not almond or peanuts"
13713,91705040,404,0.189,"Chocolate, milk, with nuts, not almond or peanuts"
13714,91705050,309,1.61,"Milk chocolate candy, with fruit and nuts"
13715,91705050,404,0.086,"Milk chocolate candy, with fruit and nuts"
13716,91705060,309,1.34,"Milk chocolate candy, with almonds"
13717,91705060,404,0.06,"Milk chocolate candy, with almonds"
13718,91705070,309,0.93,"Chocolate, milk, with peanuts"
13719,91705070,404,0.14,"Chocolate, milk, with peanuts"
13720,91705090,309,1.54,Chocolate candy with fondant and caramel
13721,91705090,404,0.087,Chocolate candy with fondant and caramel
13722,91705200,309,1.62,"Chocolate, semi-sweet morsel"
13723,91705200,404,0.055,"Chocolate, semi-sweet morsel"
13724,91705300,309,1.8,"Chocolate, sweet or dark"
13725,91705300,404,0.023,"Chocolate, sweet or dark"
13726,91705400,309,0.74,"Chocolate, white"
13727,91705400,404,0.063,"Chocolate, white"
13728,91705410,309,1.07,"Chocolate, white, with almonds"
13729,91705410,404,0.082,"Chocolate, white, with almonds"
13730,91705420,309,2.29,"Chocolate, white, with cereal"
13731,91705420,404,0.131,"Chocolate, white, with cereal"
13732,91705500,309,1.26,Mexican chocolate (tablet)
13733,91705500,404,0.057,Mexican chocolate (tablet)
13734,91706000,309,1.1,"Coconut candy, chocolate covered"
13735,91706000,404,0.049,"Coconut candy, chocolate covered"
13736,91706100,309,0.73,"Coconut candy, no chocolate covering"
13737,91706100,404,0.023,"Coconut candy, no chocolate covering"
13738,91706400,309,0.39,"Coconut candy, Puerto Rican style"
13739,91706400,404,0.015,"Coconut candy, Puerto Rican style"
13740,91707000,309,0.04,Fondant
13741,91707000,404,0.005,Fondant
13742,91707010,309,0.45,"Fondant, chocolate covered"
13743,91707010,404,0.026,"Fondant, chocolate covered"
13744,91708000,309,0.05,"Fruit peel, candied"
13745,91708000,404,0.0,"Fruit peel, candied"
13746,91708010,309,1.35,Date candy
13747,91708010,404,0.216,Date candy
13748,91708020,309,0.53,Soft fruit confections
13749,91708020,404,0.047,Soft fruit confections
13750,91708030,309,0.19,Fruit leather and fruit snacks candy
13751,91708030,404,0.064,Fruit leather and fruit snacks candy
13752,91708040,309,0.53,Fun Fruits Creme Supremes
13753,91708040,404,0.071,Fun Fruits Creme Supremes
13754,91708070,309,0.12,Tamarind candy
13755,91708070,404,0.351,Tamarind candy
13756,91708100,309,0.19,"Fruit snacks candy, with high vitamin C"
13757,91708100,404,0.043,"Fruit snacks candy, with high vitamin C"
13758,91708150,309,0.86,"Yogurt covered fruit snacks candy, with added vitamin C"
13759,91708150,404,0.079,"Yogurt covered fruit snacks candy, with added vitamin C"
13760,91708160,309,0.19,"Yogurt covered fruit snacks candy rolls, with high vitamin C"
13761,91708160,404,0.015,"Yogurt covered fruit snacks candy rolls, with high vitamin C"
13762,91709000,309,0.64,"Gumdrops, chocolate covered"
13763,91709000,404,0.036,"Gumdrops, chocolate covered"
13764,91713010,309,1.47,"Fudge, chocolate, chocolate-coated"
13765,91713010,404,0.052,"Fudge, chocolate, chocolate-coated"
13766,91713020,309,1.69,"Fudge, chocolate, chocolate-coated, with nuts"
13767,91713020,404,0.08,"Fudge, chocolate, chocolate-coated, with nuts"
13768,91713030,309,1.11,"Fudge, chocolate"
13769,91713030,404,0.026,"Fudge, chocolate"
13770,91713040,309,1.43,"Fudge, chocolate, with nuts"
13771,91713040,404,0.067,"Fudge, chocolate, with nuts"
13772,91713050,309,0.84,"Fudge, peanut butter"
13773,91713050,404,0.029,"Fudge, peanut butter"
13774,91713060,309,1.14,"Fudge, peanut butter, with nuts"
13775,91713060,404,0.056,"Fudge, peanut butter, with nuts"
13776,91713070,309,0.15,"Fudge, vanilla"
13777,91713070,404,0.014,"Fudge, vanilla"
13778,91713080,309,0.56,"Fudge, vanilla, with nuts"
13779,91713080,404,0.051,"Fudge, vanilla, with nuts"
13780,91713090,309,0.56,"Fudge, divinity"
13781,91713090,404,0.023,"Fudge, divinity"
13782,91713100,309,0.66,"Fudge, brown sugar (penuche)"
13783,91713100,404,0.085,"Fudge, brown sugar (penuche)"
13784,91715000,309,1.19,"Fudge, caramel and nut, chocolate-coated candy"
13785,91715000,404,0.149,"Fudge, caramel and nut, chocolate-coated candy"
13786,91715100,309,2.5,SNICKERS Bar
13787,91715100,404,0.06,SNICKERS Bar
13788,91715200,309,0.72,Baby Ruth
13789,91715200,404,0.058,Baby Ruth
13790,91715300,309,0.99,100 GRAND Bar
13791,91715300,404,0.058,100 GRAND Bar
13792,91716010,309,2.63,"Halvah, plain"
13793,91716010,404,0.273,"Halvah, plain"
13794,91716110,309,2.54,"Halvah, chocolate covered"
13795,91716110,404,0.228,"Halvah, chocolate covered"
13796,91718000,309,1.19,Honey-combed hard candy with peanut butter
13797,91718000,404,0.046,Honey-combed hard candy with peanut butter
13798,91718050,309,1.12,"Honey-combed hard candy with peanut butter, chocolate covered"
13799,91718050,404,0.14,"Honey-combed hard candy with peanut butter, chocolate covered"
13800,91718100,309,1.0,Butterfinger
13801,91718100,404,0.121,Butterfinger
13802,91718200,309,0.72,Chocolate-flavored sprinkles
13803,91718200,404,0.012,Chocolate-flavored sprinkles
13804,91718300,309,0.9,"Ladoo, round ball, Asian-Indian dessert"
13805,91718300,404,0.09,"Ladoo, round ball, Asian-Indian dessert"
13806,91721000,309,0.05,Licorice
13807,91721000,404,0.004,Licorice
13808,91723000,309,0.04,Marshmallow
13809,91723000,404,0.001,Marshmallow
13810,91723010,309,0.48,"Marshmallow, chocolate covered"
13811,91723010,404,0.007,"Marshmallow, chocolate covered"
13812,91723020,309,0.03,"Marshmallow, candy-coated"
13813,91723020,404,0.001,"Marshmallow, candy-coated"
13814,91723050,309,0.31,"Marshmallow, coconut-coated"
13815,91723050,404,0.005,"Marshmallow, coconut-coated"
13816,91726000,309,0.42,"Nougat, plain"
13817,91726000,404,0.013,"Nougat, plain"
13818,91726110,309,0.69,"Nougat, with caramel, chocolate covered"
13819,91726110,404,0.046,"Nougat, with caramel, chocolate covered"
13820,91726130,309,0.69,MILKY WAY Bar
13821,91726130,404,0.046,MILKY WAY Bar
13822,91726140,309,0.89,MILKY WAY MIDNIGHT Bar (formerly MILKY WAY DARK Bar)
13823,91726140,404,0.037,MILKY WAY MIDNIGHT Bar (formerly MILKY WAY DARK Bar)
13824,91726150,309,1.11,MARS Almond Bar (formerly MARS bar)
13825,91726150,404,0.041,MARS Almond Bar (formerly MARS bar)
13826,91726410,309,0.95,"Nougat, chocolate covered"
13827,91726410,404,0.041,"Nougat, chocolate covered"
13828,91726420,309,0.55,3 MUSKETEERS Bar
13829,91726420,404,0.034,3 MUSKETEERS Bar
13830,91727010,309,3.17,"Nuts, chocolate covered, not almonds or peanuts"
13831,91727010,404,0.318,"Nuts, chocolate covered, not almonds or peanuts"
13832,91728000,309,1.38,"Nut roll, fudge or nougat, caramel and nuts"
13833,91728000,404,0.054,"Nut roll, fudge or nougat, caramel and nuts"
13834,91728500,309,3.07,Sugared pecans (sugar and egg white coating)
13835,91728500,404,0.38,Sugared pecans (sugar and egg white coating)
13836,91731000,309,2.6,"Peanuts, chocolate covered"
13837,91731000,404,0.116,"Peanuts, chocolate covered"
13838,91731010,309,1.76,M&M's Peanut Chocolate Candies
13839,91731010,404,0.063,M&M's Peanut Chocolate Candies
13840,91731060,309,1.49,M&M's Peanut Butter Chocolate Candies
13841,91731060,404,0.152,M&M's Peanut Butter Chocolate Candies
13842,91731100,309,3.94,"Peanuts, sugar-coated"
13843,91731100,404,0.1,"Peanuts, sugar-coated"
13844,91731150,309,1.86,"Peanuts, yogurt covered"
13845,91731150,404,0.323,"Peanuts, yogurt covered"
13846,91732000,309,3.94,Peanut bar
13847,91732000,404,0.1,Peanut bar
13848,91732100,309,1.91,Planters Peanut Bar
13849,91732100,404,0.049,Planters Peanut Bar
13850,91733000,309,0.87,Peanut brittle
13851,91733000,404,0.134,Peanut brittle
13852,91733200,309,3.43,"Peanut Bar, chocolate covered candy"
13853,91733200,404,0.104,"Peanut Bar, chocolate covered candy"
13854,91734000,309,1.83,"Peanut butter, chocolate covered"
13855,91734000,404,0.065,"Peanut butter, chocolate covered"
13856,91734100,309,1.28,Reese's Peanut Butter Cup
13857,91734100,404,0.16,Reese's Peanut Butter Cup
13858,91734200,309,1.15,Reese's Pieces
13859,91734200,404,0.18,Reese's Pieces
13860,91734300,309,0.99,Reese's Sticks
13861,91734300,404,0.13,Reese's Sticks
13862,91734400,309,1.45,Reese's Fast Break
13863,91734400,404,0.117,Reese's Fast Break
13864,91734450,309,0.99,Reese's Crispy Crunchy Bar
13865,91734450,404,0.13,Reese's Crispy Crunchy Bar
13866,91734500,309,2.0,Peanut butter morsels
13867,91734500,404,0.232,Peanut butter morsels
13868,91735000,309,0.66,Pralines
13869,91735000,404,0.085,Pralines
13870,91736000,309,0.19,"Pineapple candy, Puerto Rican style"
13871,91736000,404,0.111,"Pineapple candy, Puerto Rican style"
13872,91739010,309,1.25,"Raisins, chocolate covered"
13873,91739010,404,0.084,"Raisins, chocolate covered"
13874,91739510,309,1.61,"Raisins, carob covered"
13875,91739510,404,0.103,"Raisins, carob covered"
13876,91739600,309,0.42,"Raisins, yogurt covered"
13877,91739600,404,0.088,"Raisins, yogurt covered"
13878,91742010,309,3.76,Sesame Crunch (Sahadi)
13879,91742010,404,0.444,Sesame Crunch (Sahadi)
13880,91745010,309,0.0,Gumdrops
13881,91745010,404,0.006,Gumdrops
13882,91745020,309,0.01,Hard candy
13883,91745020,404,0.004,Hard candy
13884,91745040,309,0.09,Butterscotch hard candy
13885,91745040,404,0.012,Butterscotch hard candy
13886,91745100,309,0.02,Skittles
13887,91745100,404,0.0,Skittles
13888,91746010,309,1.61,Sugar-coated chocolate discs
13889,91746010,404,0.079,Sugar-coated chocolate discs
13890,91746100,309,1.61,M&M's Milk Chocolate Candies (formerly M&M's Plain Chocolate Candies)
13891,91746100,404,0.079,M&M's Milk Chocolate Candies (formerly M&M's Plain Chocolate Candies)
13892,91746120,309,1.61,Sixlets
13893,91746120,404,0.079,Sixlets
13894,91746150,309,1.61,"Easter egg, candy coated chocolate"
13895,91746150,404,0.079,"Easter egg, candy coated chocolate"
13896,91750000,309,0.12,Taffy
13897,91750000,404,0.016,Taffy
13898,91760000,309,0.45,"Toffee, plain"
13899,91760000,404,0.105,"Toffee, plain"
13900,91760100,309,0.95,"Toffee, chocolate covered"
13901,91760100,404,0.107,"Toffee, chocolate covered"
13902,91760200,309,1.24,"Toffee, chocolate-coated, with nuts"
13903,91760200,404,0.161,"Toffee, chocolate-coated, with nuts"
13904,91760500,309,1.72,Truffles
13905,91760500,404,0.087,Truffles
13906,91760700,309,0.0,"Wax candy, liquid filled"
13907,91760700,404,0.0,"Wax candy, liquid filled"
13908,91770000,309,0.0,"Dietetic or low calorie candy, NFS"
13909,91770000,404,0.0,"Dietetic or low calorie candy, NFS"
13910,91770010,309,0.0,Dietetic or low calorie gumdrops
13911,91770010,404,0.0,Dietetic or low calorie gumdrops
13912,91770020,309,0.0,Dietetic or low calorie hard candy
13913,91770020,404,0.0,Dietetic or low calorie hard candy
13914,91770030,309,2.7,"Dietetic or low calorie candy, chocolate covered"
13915,91770030,404,0.169,"Dietetic or low calorie candy, chocolate covered"
13916,91770050,309,0.0,Dietetic or low calorie mints
13917,91770050,404,0.0,Dietetic or low calorie mints
13918,91780010,309,11.88,Snickers Marathon Energy bar
13919,91780010,404,2.949,Snickers Marathon Energy bar
13920,91781010,309,6.56,Snickers Marathon Protein bar
13921,91781010,404,1.875,Snickers Marathon Protein bar
13922,91800100,309,0.0,"Chewing gum, NFS"
13923,91800100,404,0.0,"Chewing gum, NFS"
13924,91801000,309,0.0,"Chewing gum, sugared"
13925,91801000,404,0.0,"Chewing gum, sugared"
13926,91802000,309,0.0,"Chewing gum, sugarless"
13927,91802000,404,0.0,"Chewing gum, sugarless"
13928,92100000,309,0.02,"Coffee, NS as to type"
13929,92100000,404,0.011,"Coffee, NS as to type"
13930,92100500,309,0.02,"Coffee, regular, NS as to ground or instant"
13931,92100500,404,0.011,"Coffee, regular, NS as to ground or instant"
13932,92101000,309,0.02,"Coffee, made from ground, regular"
13933,92101000,404,0.014,"Coffee, made from ground, regular"
13934,92101500,309,0.02,"Coffee, made from ground, equal parts regular and decaffeinated"
13935,92101500,404,0.007,"Coffee, made from ground, equal parts regular and decaffeinated"
13936,92101600,309,0.02,"Coffee, Turkish"
13937,92101600,404,0.013,"Coffee, Turkish"
13938,92101610,309,0.05,"Coffee, espresso"
13939,92101610,404,0.001,"Coffee, espresso"
13940,92101630,309,0.05,"Coffee, espresso, decaffeinated"
13941,92101630,404,0.001,"Coffee, espresso, decaffeinated"
13942,92101640,309,0.02,"Coffee, Mexican, regular, unsweetened (no milk; not cafe con leche)"
13943,92101640,404,0.014,"Coffee, Mexican, regular, unsweetened (no milk; not cafe con leche)"
13944,92101650,309,0.02,"Coffee, Mexican, regular, sweetened (no milk; not cafe con leche)"
13945,92101650,404,0.013,"Coffee, Mexican, regular, sweetened (no milk; not cafe con leche)"
13946,92101660,309,0.02,"Coffee, Mexican, decaffeinated, unsweetened (no milk; not cafe con leche)"
13947,92101660,404,0.0,"Coffee, Mexican, decaffeinated, unsweetened (no milk; not cafe con leche)"
13948,92101670,309,0.02,"Coffee, Mexican, decaffeinated, sweetened (no milk; not cafe con leche)"
13949,92101670,404,0.0,"Coffee, Mexican, decaffeinated, sweetened (no milk; not cafe con leche)"
13950,92101700,309,0.02,"Coffee, made from ground, regular, flavored"
13951,92101700,404,0.014,"Coffee, made from ground, regular, flavored"
13952,92101800,309,0.02,"Coffee, Cuban"
13953,92101800,404,0.013,"Coffee, Cuban"
13954,92101900,309,0.33,"Coffee, latte"
13955,92101900,404,0.027,"Coffee, latte"
13956,92101910,309,0.29,"Coffee, latte, decaffeinated"
13957,92101910,404,0.024,"Coffee, latte, decaffeinated"
13958,92101920,309,0.22,"Blended coffee beverage, made with regular coffee, milk, and ice, sweetened"
13959,92101920,404,0.024,"Blended coffee beverage, made with regular coffee, milk, and ice, sweetened"
13960,92101930,309,0.22,"Blended coffee beverage, made with decaffeinated coffee, milk, and ice, sweetened"
13961,92101930,404,0.024,"Blended coffee beverage, made with decaffeinated coffee, milk, and ice, sweetened"
13962,92101950,309,0.38,"Coffee, mocha"
13963,92101950,404,0.026,"Coffee, mocha"
13964,92101960,309,0.28,"Coffee, mocha, made with soy milk"
13965,92101960,404,0.02,"Coffee, mocha, made with soy milk"
13966,92103000,309,0.01,"Coffee, made from powdered instant, regular"
13967,92103000,404,0.0,"Coffee, made from powdered instant, regular"
13968,92104000,309,0.01,"Coffee, made from powdered instant, 50% less caffeine"
13969,92104000,404,0.0,"Coffee, made from powdered instant, 50% less caffeine"
13970,92105000,309,0.01,"Coffee, liquid concentrate"
13971,92105000,404,0.0,"Coffee, liquid concentrate"
13972,92105010,309,0.01,"Coffee, made from liquid concentrate"
13973,92105010,404,0.0,"Coffee, made from liquid concentrate"
13974,92106000,309,0.01,"Coffee, acid neutralized, from powdered instant"
13975,92106000,404,0.0,"Coffee, acid neutralized, from powdered instant"
13976,92111000,309,0.02,"Coffee, decaffeinated, NS as to ground or instant"
13977,92111000,404,0.0,"Coffee, decaffeinated, NS as to ground or instant"
13978,92111010,309,0.02,"Coffee, decaffeinated, made from ground"
13979,92111010,404,0.0,"Coffee, decaffeinated, made from ground"
13980,92114000,309,0.01,"Coffee, decaffeinated, made from powdered instant"
13981,92114000,404,0.0,"Coffee, decaffeinated, made from powdered instant"
13982,92121000,309,0.02,"Coffee, made from powdered instant mix, with whitener and sugar, instant"
13983,92121000,404,0.004,"Coffee, made from powdered instant mix, with whitener and sugar, instant"
13984,92121010,309,0.01,"Coffee, made from powdered instant mix, presweetened, no whitener"
13985,92121010,404,0.0,"Coffee, made from powdered instant mix, presweetened, no whitener"
13986,92121020,309,0.07,"Coffee and cocoa (mocha), made from powdered instant mix, with whitener, presweetened"
13987,92121020,404,0.002,"Coffee and cocoa (mocha), made from powdered instant mix, with whitener, presweetened"
13988,92121030,309,0.04,"Coffee and cocoa (mocha), made from powdered instant mix, with whitener and low calorie sweetener"
13989,92121030,404,0.001,"Coffee and cocoa (mocha), made from powdered instant mix, with whitener and low calorie sweetener"
13990,92121040,309,0.08,"Coffee, made from powdered instant mix, with whitener and low calorie sweetener"
13991,92121040,404,0.001,"Coffee, made from powdered instant mix, with whitener and low calorie sweetener"
13992,92121050,309,0.08,"Coffee and cocoa (mocha), made from powdered instant mix, with whitener and low calorie sweetener, decaffeinated"
13993,92121050,404,0.002,"Coffee and cocoa (mocha), made from powdered instant mix, with whitener and low calorie sweetener, decaffeinated"
13994,92130000,309,0.02,"Coffee, regular, presweetened with sugar, pre-lightened"
13995,92130000,404,0.0,"Coffee, regular, presweetened with sugar, pre-lightened"
13996,92130001,309,0.02,"Coffee, decaffeinated, presweetened with sugar, pre-lightened"
13997,92130001,404,0.0,"Coffee, decaffeinated, presweetened with sugar, pre-lightened"
13998,92130005,309,0.02,"Coffee, regular, with low-calorie sweetener, pre-lightened"
13999,92130005,404,0.0,"Coffee, regular, with low-calorie sweetener, pre-lightened"
14000,92130006,309,0.02,"Coffee, decaffeinated, with low-calorie sweetener, pre-lightened"
14001,92130006,404,0.0,"Coffee, decaffeinated, with low-calorie sweetener, pre-lightened"
14002,92130010,309,0.02,"Coffee, pre-lightened, no sugar"
14003,92130010,404,0.0,"Coffee, pre-lightened, no sugar"
14004,92130020,309,0.01,"Coffee, presweetened with sugar"
14005,92130020,404,0.0,"Coffee, presweetened with sugar"
14006,92150000,309,0.01,"Coffee and chicory, NS as to ground or instant"
14007,92150000,404,0.0,"Coffee and chicory, NS as to ground or instant"
14008,92151000,309,0.01,"Coffee and chicory, made from powdered instant"
14009,92151000,404,0.0,"Coffee and chicory, made from powdered instant"
14010,92151100,309,0.01,"Coffee, decaffeinated, and chicory, made from powdered instant"
14011,92151100,404,0.0,"Coffee, decaffeinated, and chicory, made from powdered instant"
14012,92152000,309,0.02,"Coffee and chicory, made from ground"
14013,92152000,404,0.014,"Coffee and chicory, made from ground"
14014,92153000,309,0.01,"Coffee, regular, with cereal"
14015,92153000,404,0.0,"Coffee, regular, with cereal"
14016,92153100,309,0.01,"Coffee, decaffeinated, with cereal"
14017,92153100,404,0.0,"Coffee, decaffeinated, with cereal"
14018,92161000,309,0.2,Cappuccino
14019,92161000,404,0.028,Cappuccino
14020,92162000,309,0.2,"Cappuccino, decaffeinated"
14021,92162000,404,0.021,"Cappuccino, decaffeinated"
14022,92191000,309,0.35,"Coffee, dry instant powder, NS as to regular or decaffeinated"
14023,92191000,404,0.008,"Coffee, dry instant powder, NS as to regular or decaffeinated"
14024,92191100,309,0.35,"Coffee, dry instant powder, regular"
14025,92191100,404,0.008,"Coffee, dry instant powder, regular"
14026,92191200,309,0.11,"Coffee, dry instant powder, decaffeinated"
14027,92191200,404,0.0,"Coffee, dry instant powder, decaffeinated"
14028,92191250,309,0.35,"Coffee, dry, acid neutralized"
14029,92191250,404,0.008,"Coffee, dry, acid neutralized"
14030,92191500,309,0.35,"Coffee and chicory, dry instant powder"
14031,92191500,404,0.008,"Coffee and chicory, dry instant powder"
14032,92191520,309,0.11,"Coffee, decaffeinated, and chicory, dry instant powder"
14033,92191520,404,0.0,"Coffee, decaffeinated, and chicory, dry instant powder"
14034,92192000,309,0.96,"Coffee and cocoa (mocha) mix, dry instant powder with whitener, presweetened"
14035,92192000,404,0.031,"Coffee and cocoa (mocha) mix, dry instant powder with whitener, presweetened"
14036,92192030,309,1.01,"Coffee and cocoa (mocha) mix, dry instant powder with whitener and low calorie sweetener"
14037,92192030,404,0.021,"Coffee and cocoa (mocha) mix, dry instant powder with whitener and low calorie sweetener"
14038,92192040,309,1.01,"Coffee and cocoa (mocha) mix, dry instant powder, with whitener and low calorie sweetener, decaffeinated"
14039,92192040,404,0.021,"Coffee and cocoa (mocha) mix, dry instant powder, with whitener and low calorie sweetener, decaffeinated"
14040,92193000,309,0.14,"Coffee, dry instant powder, with whitener and sugar"
14041,92193000,404,0.056,"Coffee, dry instant powder, with whitener and sugar"
14042,92193020,309,0.02,"Coffee, dry instant powder, with whitener and low calorie sweetener"
14043,92193020,404,0.0,"Coffee, dry instant powder, with whitener and low calorie sweetener"
14044,92201010,309,0.01,Postum
14045,92201010,404,0.007,Postum
14046,92202010,309,0.01,Chicory
14047,92202010,404,0.0,Chicory
14048,92203000,309,0.02,Cereal beverage
14049,92203000,404,0.005,Cereal beverage
14050,92203110,309,0.02,"Cereal beverage with beet roots, from powdered instant"
14051,92203110,404,0.005,"Cereal beverage with beet roots, from powdered instant"
14052,92203200,309,0.51,"Cereal beverage with beet roots, powdered instant, dry"
14053,92203200,404,0.413,"Cereal beverage with beet roots, powdered instant, dry"
14054,92204000,309,0.02,"Mate, sweetened beverage made from dried green leaves"
14055,92204000,404,0.0,"Mate, sweetened beverage made from dried green leaves"
14056,92205000,309,0.13,Rice beverage
14057,92205000,404,0.027,Rice beverage
14058,92291300,309,0.51,"Postum, dry powder"
14059,92291300,404,0.413,"Postum, dry powder"
14060,92301000,309,0.02,"Tea, NS as to type, unsweetened"
14061,92301000,404,0.0,"Tea, NS as to type, unsweetened"
14062,92301060,309,0.02,"Tea, NS as to type, presweetened with sugar"
14063,92301060,404,0.0,"Tea, NS as to type, presweetened with sugar"
14064,92301080,309,0.02,"Tea, NS as to type, presweetened with low calorie sweetener"
14065,92301080,404,0.0,"Tea, NS as to type, presweetened with low calorie sweetener"
14066,92301100,309,0.02,"Tea, NS as to type, decaffeinated, unsweetened"
14067,92301100,404,0.0,"Tea, NS as to type, decaffeinated, unsweetened"
14068,92301130,309,0.02,"Tea, NS as to type, presweetened, NS as to sweetener"
14069,92301130,404,0.0,"Tea, NS as to type, presweetened, NS as to sweetener"
14070,92301160,309,0.02,"Tea, NS as to type, decaffeinated, presweetened with sugar"
14071,92301160,404,0.0,"Tea, NS as to type, decaffeinated, presweetened with sugar"
14072,92301180,309,0.02,"Tea, NS as to type, decaffeinated, presweetened with low calorie sweetener"
14073,92301180,404,0.0,"Tea, NS as to type, decaffeinated, presweetened with low calorie sweetener"
14074,92301190,309,0.02,"Tea, NS as to type, decaffeinated, presweetened, NS as to sweetener"
14075,92301190,404,0.0,"Tea, NS as to type, decaffeinated, presweetened, NS as to sweetener"
14076,92302000,309,0.02,"Tea, leaf, unsweetened"
14077,92302000,404,0.0,"Tea, leaf, unsweetened"
14078,92302200,309,0.02,"Tea, leaf, presweetened with sugar"
14079,92302200,404,0.0,"Tea, leaf, presweetened with sugar"
14080,92302300,309,0.02,"Tea, leaf, presweetened with low calorie sweetener"
14081,92302300,404,0.0,"Tea, leaf, presweetened with low calorie sweetener"
14082,92302400,309,0.02,"Tea, leaf, presweetened, NS as to sweetener"
14083,92302400,404,0.0,"Tea, leaf, presweetened, NS as to sweetener"
14084,92302500,309,0.02,"Tea, leaf, decaffeinated, unsweetened"
14085,92302500,404,0.0,"Tea, leaf, decaffeinated, unsweetened"
14086,92302600,309,0.02,"Tea, leaf, decaffeinated, presweetened with sugar"
14087,92302600,404,0.0,"Tea, leaf, decaffeinated, presweetened with sugar"
14088,92302700,309,0.02,"Tea, leaf, decaffeinated, presweetened with low calorie sweetener"
14089,92302700,404,0.0,"Tea, leaf, decaffeinated, presweetened with low calorie sweetener"
14090,92302800,309,0.02,"Tea, leaf, decaffeinated, presweetened, NS as to sweetener"
14091,92302800,404,0.0,"Tea, leaf, decaffeinated, presweetened, NS as to sweetener"
14092,92304000,309,0.02,"Tea, made from frozen concentrate, unsweetened"
14093,92304000,404,0.0,"Tea, made from frozen concentrate, unsweetened"
14094,92304700,309,0.02,"Tea, made from frozen concentrate, decaffeinated, presweetened with low calorie sweetener"
14095,92304700,404,0.0,"Tea, made from frozen concentrate, decaffeinated, presweetened with low calorie sweetener"
14096,92305000,309,0.01,"Tea, made from powdered instant, presweetened, NS as to sweetener"
14097,92305000,404,0.001,"Tea, made from powdered instant, presweetened, NS as to sweetener"
14098,92305010,309,0.02,"Tea, made from powdered instant, unsweetened"
14099,92305010,404,0.0,"Tea, made from powdered instant, unsweetened"
14100,92305040,309,0.01,"Tea, made from powdered instant, presweetened with sugar"
14101,92305040,404,0.001,"Tea, made from powdered instant, presweetened with sugar"
